DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Price,Ecology_2_A,Ecology_2_B,Ecology_3_A,Ecology_3_B,Shops_2_A,Shops_2_B,MedPriceByDistrict
-0.35334758148714496,0.13693640911616312,-0.43828766783464396,-0.3972937768675352,-0.6103716412431616,-0.19565910671148454,-0.6280082484728851,-0.8618471981632914,-0.2505290897059242,0.4741686240807699,1.0252849987691617,0.9885573736857304,-0.08088563957847651,-0.8834797975493228,2.483345659030851,184966.9307298416,0,1,0,1,0,1,207786.13583618426
-0.21568684380320188,1.3683789371392132,0.5788627216509237,0.4682585285724553,0.31170954501435266,-0.19565910671148454,-0.6280082484728851,-0.3729822375876424,-0.9980525656848622,1.2156809677653615,1.7768196745993288,-0.5197694094783379,-1.2790999649003258,-0.21392330073285987,-0.11151409806102326,300009.4500627274,0,1,0,1,0,1,300009.4500627274
0.0596346315646842,0.13693640911616312,-0.6125969171111205,-0.4172979878585921,-0.6103716412431616,0.020873769241906943,-0.16478422570079235,-0.9161655271161412,-0.581588489972575,0.5312080351334307,0.9553822878153913,-0.8968511052693551,-1.29907020365569,-0.21392330073285987,-0.11151409806102326,220925.90852358093,0,1,0,1,0,1,263206.2231518417
0.1743519129679701,0.13693640911616312,-0.1296492203628497,1.5031527722169793,0.7727501381431098,0.020873769241906943,0.6072558122526953,-0.4273005665404923,2.6804702211484908,-0.096225486445839,0.3033864953249249,0.23439398210369625,0.2531619905112512,-0.8834797975493228,0.5372008412119453,175616.22721724625,0,1,0,1,0,1,166809.66564165187
1.1150336204749145,-1.094506118906887,-0.9170604061917719,-0.8597071660427439,-0.14933104811440445,0.6704723971020814,-0.16478422570079235,-0.4816188954933422,-0.8949693222206471,0.5882474461860917,0.31659391997517644,-0.5197694094783379,2.0577453834959756,0.4556331960836032,0.21284337157546104,150226.5316437466,0,1,0,1,0,1,158539.05271510087
0.19729536924862728,1.3683789371392132,1.4235637738336446,1.0096312389243616,2.155871917529381,-0.6287248586182674,0.6072558122526953,1.4195226178564042,1.6016023130078787,0.5882474461860917,0.9412084662395116,0.6114756778947134,0.08250722296541205,-0.8834797975493228,0.8615583108484296,215898.4477421489,0,1,0,1,0,1,466753.6184966348
2.3769237159110586,0.13693640911616312,0.3818042818494719,0.2324922834430947,-0.14933104811440445,-1.0617906105250503,-1.245640278835675,-1.3507121587389403,2.870953165876561,-0.26734371960382164,-0.13116998889920514,-0.1426877136873209,-0.08088563957847651,-0.21392330073285987,0.5372008412119453,296021.2043771131,0,1,0,1,0,1,234421.45460149023
0.5414472134584849,0.13693640911616312,1.4194523503157377,-0.12485940402389065,-0.6103716412431616,1.3200710249622558,0.6072558122526953,-0.4273005665404923,-0.3619476804731114,-1.065895474341074,-1.0811381667916882,0.23439398210369625,-0.08088563957847651,-0.8834797975493228,-0.4358715676975076,221244.15666358554,0,1,0,1,0,1,243031.69552501297
-1.1334250950294888,0.13693640911616312,0.5115086939737005,-0.12485940402389065,-0.6103716412431616,0.2374066451952984,0.6072558122526953,-0.4273005665404923,-0.9387989236447812,-1.3510925296043783,-1.4589993647122994,-0.8968511052693551,-0.08088563957847651,-0.8834797975493228,-0.7602290373339918,229102.7959994131,0,1,0,1,0,1,202666.31012587005
-0.628669056855031,-1.094506118906887,-0.5256346838426811,-1.2563509332368663,0.31170954501435266,1.1035381490088645,0.6072558122526953,1.5824776047149536,-0.3619476804731114,-1.065895474341074,-1.0811381667916882,0.23439398210369625,-0.08088563957847651,-0.8834797975493228,-0.4358715676975076,95380.22099316985,0,1,0,1,0,1,102069.27074022224
-0.5139517754517452,0.13693640911616312,-0.5346271867046665,-0.5213447882789355,-0.6103716412431616,0.020873769241906943,-0.6280082484728851,-0.6445738823518918,-0.0026897639494277985,0.30305039092278724,0.455432944957089,-0.5197694094783379,0.43289413930952864,-0.21392330073285987,-1.0845865069704759,204243.55312879704,0,1,0,1,0,1,200019.01348140358
